201512050626, 1, 
201512051832, 0, 
201512060722, 1, 
201512061902, 0, 
201512070818, 1, 
201512071934, 0, 
201512080914, 1, 
201512082008, 0, 
201512091010, 1, 
201512092046, 0, 
201512101108, 1, 
201512102128, 0, 
201512111204, 1, 
201512112216, 0, 
201512121258, 1, 
201512122310, 0, 
201512131348, 1, 
201512140008, 0, 
201512141434, 1, 
201512150110, 0, 
201512151518, 1, 
201512160214, 0, 
201512161556, 1, 
201512170320, 0, 
201512171634, 1, 
201512180426, 0, 
201512181708, 1, 
201512190534, 0, 
201512191744, 1, 
201512200642, 0, 
201512201822, 1, 
201512210750, 0, 
201512211902, 1, 
201512220858, 0, 
201512221946, 1, 
201512231006, 0, 
201512232034, 1, 
201512241108, 0, 
201512242126, 1, 
201512251208, 0, 
201512252222, 1, 
201512261300, 0, 
201512262322, 1, 
201512271346, 0, 
201512280022, 1, 
201512281426, 0, 
201512290122, 1, 
201512291502, 0, 
201512300220, 1, 
201512301534, 0, 
201512310318, 1, 
201512311604, 0, 
201601010414, 1, 
201601011634, 0, 
201601020510, 1, 
201601021702, 0, 
201601030606, 1, 
201601031734, 0, 
201601040702, 1, 
201601041806, 0, 
201601050758, 1, 
201601051842, 0, 
201601060856, 1, 
201601061922, 0, 
201601070952, 1, 
201601072008, 0, 
201601081048, 1, 
201601082058, 0, 
201601091140, 1, 
201601092156, 0, 
201601101230, 1, 
201601102258, 0, 
201601111316, 1, 
201601120002, 0, 
201601121356, 1, 
201601130110, 0, 
201601131436, 1, 
201601140218, 0, 
201601141512, 1, 
201601150326, 0, 
201601151548, 1, 
201601160434, 0, 
201601161624, 1, 
201601170542, 0, 
201601171702, 1, 
201601180648, 0, 
201601181744, 1, 
201601190754, 0, 
201601191828, 1, 
201601200856, 0, 
201601201918, 1, 
201601210956, 0, 
201601212012, 1, 
201601221050, 0, 
201601222108, 1, 
201601231138, 0, 
201601232208, 1, 
201601241220, 0, 
201601242308, 1, 
201601251258, 0, 
201601260006, 1, 
201601261332, 0, 
201601270106, 1, 
201601271404, 0, 
201601280202, 1, 
201601281434, 0, 
201601290258, 1, 
201601291504, 0, 
201601300354, 1, 
201601301534, 0, 
201601310450, 1, 
201601311606, 0, 
201602010546, 1, 
201602011638, 0, 
201602020642, 1, 
201602021716, 0, 
201602030738, 1, 
201602031758, 0, 
201602040832, 1, 
201602041846, 0, 
201602050926, 1, 
201602051940, 0, 
201602061018, 1, 
201602062040, 0, 
201602071106, 1, 
201602072144, 0, 
201602081150, 1, 
201602082252, 0, 
201602091232, 1, 
201602100002, 0, 
201602101310, 1, 
201602110112, 0, 
201602111348, 1, 
201602120222, 0, 
201602121426, 1, 
201602130332, 0, 
201602131504, 1, 
201602140440, 0, 
201602141544, 1, 
201602150546, 0, 
201602151628, 1, 
201602160650, 0, 
201602161716, 1, 
201602170750, 0, 
201602171806, 1, 
201602180844, 0, 
201602181902, 1, 
201602190934, 0, 
201602191958, 1, 
201602201018, 0, 
201602202058, 1, 
201602211056, 0, 
201602212156, 1, 
201602221132, 0, 
201602222254, 1, 
201602231204, 0, 
201602232352, 1, 
201602241236, 0, 
201602250048, 1, 
201602251306, 0, 
201602260144, 1, 
201602261334, 0, 
201602270240, 1, 
201602271406, 0, 
201602280336, 1, 
201602281438, 0, 
201602290430, 1, 
201602291514, 0, 
201603010526, 1, 
201603011552, 0, 
201603020620, 1, 
201603021636, 0, 
201603030714, 1, 
201603031726, 0, 
201603040806, 1, 
201603041822, 0, 
201603050854, 1, 
201603051922, 0, 
201603060940, 1, 
201603062028, 0, 
201603071022, 1, 
201603072136, 0, 
201603081102, 1, 
201603082248, 0, 
201603091142, 1, 
201603100000, 0, 
201603101220, 1, 
201603110112, 0, 
201603111300, 1, 
201603120224, 0, 
201603121340, 1, 
201603130334, 0, 
201603131424, 1, 
201603140442, 0, 
201603141512, 1, 
201603150544, 0, 
201603151604, 1, 
201603160642, 0, 
201603161658, 1, 
201603170732, 0, 
201603171754, 1, 
201603180818, 0, 
201603181852, 1, 
201603190858, 0, 
201603191950, 1, 
201603200934, 0, 
201603202048, 1, 
201603211006, 0, 
201603212144, 1, 
201603221038, 0, 
201603222242, 1, 
201603231108, 0, 
201603232338, 1, 
201603241136, 0, 
201603250034, 1, 
201603251206, 0, 
201603260128, 1, 
201603261238, 0, 
201603270224, 1, 
201603271312, 0, 
201603280318, 1, 
201603281350, 0, 
201603290414, 1, 
201603291432, 0, 
201603300506, 1, 
201603301518, 0, 
201603310556, 1, 
201603311610, 0, 
201604010646, 1, 
201604011706, 0, 
201604020730, 1, 
201604021808, 0, 
201604030814, 1, 
201604031914, 0, 
201604040854, 1, 
201604042022, 0, 
201604050932, 1, 
201604052134, 0, 
201604061012, 1, 
201604062246, 0, 
201604071050, 1, 
201604080000, 0, 
201604081132, 1, 
201604090112, 0, 
201604091216, 1, 
201604100224, 0, 
201604101304, 1, 
201604110332, 0, 
201604111354, 1, 
201604120432, 0, 
201604121450, 1, 
201604130528, 0, 
201604131546, 1, 
201604140616, 0, 
201604141646, 1, 
201604150658, 0, 
201604151744, 1, 
201604160736, 0, 
201604161842, 1, 
201604170810, 0, 
201604171940, 1, 
201604180840, 0, 
201604182036, 1, 
201604190910, 0, 
201604192132, 1, 
201604200940, 0, 
201604202228, 1, 
201604211010, 0, 
201604212322, 1, 
201604221040, 0, 
201604230018, 1, 
201604231114, 0, 
201604240114, 1, 
201604241150, 0, 
201604250208, 1, 
201604251230, 0, 
201604260302, 1, 
201604261314, 0, 
201604270354, 1, 
201604271404, 0, 
201604280442, 1, 
201604281458, 0, 
201604290528, 1, 
201604291556, 0, 
201604300610, 1, 
201604301658, 0, 
201605010650, 1, 
201605011802, 0, 
201605020728, 1, 
201605021910, 0, 
201605030804, 1, 
201605032020, 0, 
201605040842, 1, 
201605042132, 0, 
201605050922, 1, 
201605052246, 0, 
201605061004, 1, 
201605062358, 0, 
201605071050, 1, 
201605080110, 0, 
201605081140, 1, 
201605090216, 0, 
201605091234, 1, 
201605100316, 0, 
201605101334, 1, 
201605110410, 0, 
201605111434, 1, 
201605120456, 0, 
201605121534, 1, 
201605130536, 0, 
201605131634, 1, 
201605140612, 0, 
201605141732, 1, 
201605150644, 0, 
201605151830, 1, 
201605160714, 0, 
201605161926, 1, 
201605170742, 0, 
201605172022, 1, 
201605180812, 0, 
201605182116, 1, 
201605190842, 0, 
201605192212, 1, 
201605200914, 0, 
201605202308, 1, 
201605210950, 0, 
201605220004, 1, 
201605221028, 0, 
201605230058, 1, 
201605231112, 0, 
201605240150, 1, 
201605241200, 0, 
201605250240, 1, 
201605251252, 0, 
201605260328, 1, 
201605261350, 0, 
201605270410, 1, 
201605271450, 0, 
201605280450, 1, 
201605281552, 0, 
201605290528, 1, 
201605291658, 0, 
201605300604, 1, 
201605301804, 0, 
201605310640, 1, 
201605311912, 0, 
201606010716, 1, 
201606012024, 0, 
201606020756, 1, 
201606022134, 0, 
201606030838, 1, 
201606032246, 0, 
201606040926, 1, 
201606042354, 0, 
201606051018, 1, 
201606060100, 0, 
201606061116, 1, 
201606070158, 0, 
201606071216, 1, 
201606080248, 0, 
201606081318, 1, 
201606090332, 0, 
201606091420, 1, 
201606100410, 0, 
201606101520, 1, 
201606110444, 0, 
201606111620, 1, 
201606120516, 0, 
201606121716, 1, 
201606130546, 0, 
201606131814, 1, 
201606140614, 0, 
201606141908, 1, 
201606150644, 0, 
201606152004, 1, 
201606160716, 0, 
201606162100, 1, 
201606170750, 0, 
201606172156, 1, 
201606180826, 0, 
201606182252, 1, 
201606190908, 0, 
201606192346, 1, 
201606200956, 0, 
201606210038, 1, 
201606211046, 0, 
201606220126, 1, 
201606221142, 0, 
201606230210, 1, 
201606231242, 0, 
201606240252, 1, 
201606241346, 0, 
201606250330, 1, 
201606251450, 0, 
201606260406, 1, 
201606261556, 0, 
201606270442, 1, 
201606271702, 0, 
201606280516, 1, 
201606281810, 0, 
201606290554, 1, 
201606291918, 0, 
201606300634, 1, 
201606302028, 0, 
201607010716, 1, 
201607012136, 0, 
201607020806, 1, 
201607022242, 0, 
201607030900, 1, 
201607032342, 0, 
201607040958, 1, 
201607050036, 0, 
201607051100, 1, 
201607060124, 0, 
201607061202, 1, 
201607070206, 0, 
201607071304, 1, 
201607080242, 0, 
201607081406, 1, 
201607090316, 0, 
201607091504, 1, 
201607100346, 0, 
201607101602, 1, 
201607110416, 0, 
201607111658, 1, 
201607120446, 0, 
201607121754, 1, 
201607130516, 0, 
201607131850, 1, 
201607140550, 0, 
201607141946, 1, 
201607150624, 0, 
201607152042, 1, 
201607160704, 0, 
201607162136, 1, 
201607170748, 0, 
201607172230, 1, 
201607180838, 0, 
201607182320, 1, 
201607190934, 0, 
201607200008, 1, 
201607201032, 0, 
201607210050, 1, 
201607211136, 0, 
201607220132, 1, 
201607221240, 0, 
201607230208, 1, 
201607231348, 0, 
201607240244, 1, 
201607241454, 0, 
201607250320, 1, 
201607251602, 0, 
201607260356, 1, 
201607261710, 0, 
201607270434, 1, 
201607271818, 0, 
201607280514, 1, 
201607281924, 0, 
201607290600, 1, 
201607292030, 0, 
201607300650, 1, 
201607302130, 0, 
201607310746, 1, 
201607312226, 0, 
201608010846, 1, 
201608012316, 0, 
201608020946, 1, 
201608030000, 0, 
201608031050, 1, 
