1607250302, 1,
1607251545, 0,
1607260336, 1,
1607261654, 0,
1607270413, 1,
1607271804, 0,
1607280452, 1,
1607281912, 0,
1607290537, 1,
1607292018, 0,
1607300626, 1,
1607302119, 0,
1607310721, 1,
1607312215, 0,
1608010821, 1,
1608012305, 0,
1608020923, 1,
1608022348, 0,
1608031027, 1,
1608040026, 0,
1608041130, 1,
1608050059, 0,
1608051231, 1,
1608060130, 0,
1608061331, 1,
1608070159, 0,
1608071430, 1,
1608080228, 0,
1608081528, 1,
1608090257, 0,
1608091625, 1,
1608100327, 0,
1608101721, 1,
1608110400, 0,
1608111818, 1,
1608120437, 0,
1608121913, 1,
1608130518, 0,
1608132007, 1,
1608140604, 0,
1608142058, 1,
1608150657, 0,
1608152147, 1,
1608160755, 0,
1608162232, 1,
1608170858, 0,
1608172313, 1,
1608181004, 0,
1608182352, 1,
1608191113, 0,
1608200028, 1,
1608201223, 0,
1608210103, 1,
1608211334, 0,
1608220138, 1,
1608221445, 0,
1608230214, 1,
1608231555, 0,
1608240253, 1,
1608241704, 0,
1608250336, 1,
1608251810, 0,
1608260423, 1,
1608261913, 0,
1608270516, 1,
1608272009, 0,
1608280613, 1,
1608282100, 0,
1608290713, 1,
1608292144, 0,
1608300815, 1,
1608302224, 0,
1608310917, 1,
1608312258, 0,
1609011019, 1,
1609012330, 0,
1609021119, 1,
1609030000, 0,
1609031219, 1,
1609040029, 0,
1609041317, 1,
1609050058, 0,
1609051414, 1,
1609060128, 0,
1609061511, 1,
1609070159, 0,
1609071607, 1,
1609080234, 0,
1609081702, 1,
1609090313, 0,
1609091756, 1,
1609100356, 0,
1609101848, 1,
1609110445, 0,
1609111937, 1,
1609120539, 0,
1609122023, 1,
1609130639, 0,
1609132106, 1,
1609140743, 0,
1609142145, 1,
1609150851, 0,
1609152223, 1,
1609161002, 0,
1609162259, 1,
1609171114, 0,
1609172335, 1,
1609181227, 0,
1609190012, 1,
1609191341, 0,
1609200051, 1,
1609201452, 0,
1609210134, 1,
1609211602, 0,
1609220221, 1,
1609221707, 0,
1609230312, 1,
1609231806, 0,
1609240408, 1,
1609241858, 0,
1609250507, 1,
1609251944, 0,
1609260608, 1,
1609262024, 0,
1609270709, 1,
1609272100, 0,
1609280810, 1,
1609282132, 0,
1609290910, 1,
1609292202, 0,
1609301009, 1,
1609302231, 0,
1610011108, 1,
1610012259, 0,
1610021206, 1,
1610022329, 0,
1610031303, 1,
1610040000, 0,
1610041359, 1,
1610050033, 0,
1610051455, 1,
1610060110, 0,
1610061548, 1,
1610070150, 0,
1610071640, 1,
1610080236, 0,
1610081730, 1,
1610090327, 0,
1610091816, 1,
1610100423, 0,
1610101858, 1,
1610110524, 0,
1610111938, 1,
1610120629, 0,
1610122016, 1,
1610130737, 0,
1610132052, 1,
1610140848, 0,
1610142128, 1,
1610151001, 0,
1610152205, 1,
1610161116, 0,
1610162243, 1,
1610171231, 0,
1610172325, 1,
1610181344, 0,
1610190012, 1,
1610191454, 0,
1610200104, 1,
1610201558, 0,
1610210200, 1,
1610211654, 0,
1610220259, 1,
1610221743, 0,
1610230401, 1,
1610231826, 0,
1610240503, 1,
1610241902, 0,
1610250604, 1,
1610251935, 0,
1610260704, 1,
1610262005, 0,
1610270803, 1,
1610272034, 0,
1610280901, 1,
1610282102, 0,
1610290959, 1,
1610292131, 0,
1610301056, 1,
1610302201, 0,
1610311153, 1,
1610312233, 0,
1611011249, 1,
1611012309, 0,
1611021344, 1,
1611022348, 0,
1611031436, 1,
1611040032, 0,
1611041526, 1,
1611050120, 0,
